start_id,end_id,level,type
1933044343323103320,1932423317601800340,1,reply_to
1932917660779413972,1932423317601800340,1,reply_to
1932962758573580577,1932423317601800340,1,reply_to
1932668582795895017,1932423317601800340,1,reply_to
1932981622078427494,1932423317601800340,1,reply_to
1933148215555264964,1932423317601800340,1,reply_to
1932900734787334561,1932423317601800340,1,reply_to
1932644273356210397,1932423317601800340,1,reply_to
1932997468335354016,1932423317601800340,1,reply_to
1932885641949319354,1932423317601800340,1,reply_to
1932587572171087891,1932423317601800340,1,reply_to
1932754194987155577,1932423317601800340,1,reply_to
1932603487134618015,1932423317601800340,1,reply_to
1932603272830787680,1932423317601800340,1,reply_to
1932837099050352879,1932423317601800340,1,reply_to
1932693478636728808,1932423317601800340,1,reply_to
1932976740042686517,1932423317601800340,1,reply_to
1932456180695154758,1932423317601800340,1,reply_to
1932852264269389835,1932423317601800340,1,reply_to
1932850849497395264,1932423317601800340,1,reply_to
1932951373370548532,1932423317601800340,1,reply_to
1932905228862472307,1932423317601800340,1,reply_to
1932424256882635033,1932423317601800340,1,reply_to
1933101087445455238,1932423317601800340,1,reply_to
1932738915469082761,1932423317601800340,1,reply_to
1932427389843189970,1932423317601800340,1,reply_to
1933088217122648367,1932423317601800340,1,reply_to
1932978157197668621,1932423317601800340,1,reply_to
1932825181262889334,1932423317601800340,1,reply_to
1931716494573838718,ROOT,0,original
1931819469522813223,1931716494573838718,1,reply_to
1931877156856152441,1931819469522813223,2,reply_to
1931881731700949115,1931819469522813223,2,reply_to
1931734380076212418,1931716494573838718,1,reply_to
1931810602508599414,1931716494573838718,1,reply_to
1931966819067404488,1931716494573838718,1,reply_to
1931907673890410983,1931716494573838718,1,reply_to
1931801079957639434,1931716494573838718,1,reply_to
1931797268086284679,1931716494573838718,1,reply_to
1931824825615753292,1931716494573838718,1,reply_to
1932321728707146186,1931716494573838718,1,reply_to
1932308710409609647,1931716494573838718,1,reply_to
1931969432332673403,1931716494573838718,1,reply_to
1931752699881529458,1931716494573838718,1,reply_to
1931814809747767704,1931716494573838718,1,reply_to
1931867291878125883,1931716494573838718,1,reply_to
1931978520416473254,1931716494573838718,1,reply_to
1931800928178549108,1931716494573838718,1,reply_to
1931823870438527188,1931716494573838718,1,reply_to
1932195671593160942,1931716494573838718,1,reply_to
1931829925885124960,1931716494573838718,1,reply_to
1931761028771246189,1931716494573838718,1,reply_to
1931866795549552797,1931716494573838718,1,reply_to
1931910495482650873,1931716494573838718,1,reply_to
1932115085012746243,1931716494573838718,1,reply_to
1932306608580858252,1931716494573838718,1,reply_to
1932162909758689753,1931716494573838718,1,reply_to
1932089256488681822,1931716494573838718,1,reply_to
1931883884699902036,1931716494573838718,1,reply_to
1931856771825480117,1931716494573838718,1,reply_to
1932153605290942839,1931716494573838718,1,reply_to
1931732414650532086,1931716494573838718,1,reply_to
1931737306870026524,1931716494573838718,1,reply_to
1932090009588486216,1931716494573838718,1,reply_to
1932178296692670650,1931716494573838718,1,reply_to
1932092907647062369,1931716494573838718,1,reply_to
1932207872257273954,1931716494573838718,1,reply_to
1932373182700564541,1931716494573838718,1,reply_to
1931843889524322636,1931716494573838718,1,reply_to
1931719882673959361,1931716494573838718,1,reply_to
1931875278868861420,1931716494573838718,1,reply_to
1931781886977683896,1931716494573838718,1,reply_to
1932635391909101690,1931716494573838718,1,reply_to
1932243784747626552,1931716494573838718,1,reply_to
1931800940253950076,1931716494573838718,1,reply_to
1931813558058127570,1931716494573838718,1,reply_to
1932283980285714730,1931716494573838718,1,reply_to
1932285254611673179,1931716494573838718,1,reply_to
1931838951003742532,1931716494573838718,1,reply_to
1932234922397233191,1931716494573838718,1,reply_to
1932152585244545368,1931716494573838718,1,reply_to
1931970836358934796,1931716494573838718,1,reply_to
1932080782601818185,1931716494573838718,1,reply_to
1932130411309621372,1931716494573838718,1,reply_to
1931903115780915555,1931716494573838718,1,reply_to
1931832770298339422,1931716494573838718,1,reply_to
1931736795676610678,1931716494573838718,1,reply_to
1932059577245167952,1931716494573838718,1,reply_to
1932230174520844747,1931716494573838718,1,reply_to
1931874855768707326,1931716494573838718,1,reply_to
1931871769859924328,1931716494573838718,1,reply_to
1931915571085639946,1931716494573838718,1,reply_to
1931873290727178620,1931716494573838718,1,reply_to
1932031128044707857,1931716494573838718,1,reply_to
1932514349001945505,1931716494573838718,1,reply_to
1932095858285138177,1931716494573838718,1,reply_to
1931735418212422012,1931716494573838718,1,reply_to
1931768648668197017,1931716494573838718,1,reply_to
1932199698091364808,1931716494573838718,1,reply_to
1931756554694402254,1931716494573838718,1,reply_to
1931730560122339680,1931716494573838718,1,reply_to
1931778639294570574,1931716494573838718,1,reply_to
1931778131943154019,1931716494573838718,1,reply_to
1931795534701826347,1931716494573838718,1,reply_to
1931837172635865164,1931716494573838718,1,reply_to
1932970126715883910,ROOT,0,original
1932974001623871492,1932970126715883910,1,reply_to
1932972775456604245,1932970126715883910,1,reply_to
1932980770571784405,1932970126715883910,1,reply_to
1932971489810071647,1932970126715883910,1,reply_to
1932970821448032406,1932970126715883910,1,reply_to
1932884377379143840,ROOT,0,original
1932955762105397616,1932884377379143840,1,reply_to
1932958289513341064,1932884377379143840,1,reply_to
1932964466666418649,1932958289513341064,2,reply_to
1933074489933508834,1932958289513341064,2,reply_to
1933056185344634945,1932958289513341064,2,reply_to
1933074728035475899,1932958289513341064,2,reply_to
1933030484906254412,1932958289513341064,2,reply_to
1933074799733125301,1932958289513341064,2,reply_to
1932987760643916089,1932958289513341064,2,reply_to
1932986359184310691,1932958289513341064,2,reply_to
1932925503683334481,1932884377379143840,1,reply_to
1932936034678972880,1932925503683334481,2,reply_to
1933019722238304514,1932884377379143840,1,reply_to
1933021358364975317,1933019722238304514,2,reply_to
1933024340741927086,1933019722238304514,2,reply_to
1933098235805200480,1933019722238304514,2,reply_to
1932942786476847169,1932884377379143840,1,reply_to
1933021570353545305,1932942786476847169,2,reply_to
1933033957471203707,1932942786476847169,2,reply_to
1933090266845675660,1932884377379143840,1,reply_to
1933043730329608375,1932884377379143840,1,reply_to
1932924795014017044,1932884377379143840,1,reply_to
1932968023914110997,1932884377379143840,1,reply_to
1932955976174633195,1932884377379143840,1,reply_to
1932910494907552225,1932884377379143840,1,reply_to
1933037048530694439,1932884377379143840,1,reply_to
1933029863369392280,1932884377379143840,1,reply_to
1932938599164485798,1932884377379143840,1,reply_to
1933054798246412707,1932884377379143840,1,reply_to
1932922773908721673,1932884377379143840,1,reply_to
1932939523299946824,1932884377379143840,1,reply_to
1933023308888346748,1932884377379143840,1,reply_to
1932947904693456907,1932884377379143840,1,reply_to
1932975286293049856,1932884377379143840,1,reply_to
1932969021252776133,1932884377379143840,1,reply_to
1932963103185969286,1932884377379143840,1,reply_to
1932972827873079745,1932884377379143840,1,reply_to
1933026015783350696,1932884377379143840,1,reply_to
1933072776396423272,1932884377379143840,1,reply_to
1933025582079467874,1932884377379143840,1,reply_to
